,ENSEMBLE,REAL,INTERPOLATE_RELPERM_INTERPOLATE_GO,INTERPOLATE_RELPERM_INTERPOLATE_WO,LOG10_MULTFLT_MULTFLT_F1,LOG10_MULTFLT_MULTFLT_F2,LOG10_MULTFLT_MULTFLT_F3,LOG10_MULTFLT_MULTFLT_F4,LOG10_MULTFLT_MULTFLT_F5,LOG10_MULTZ_MULTZ_MIDREEK,MULTFLT_MULTFLT_F1,MULTFLT_MULTFLT_F2,MULTFLT_MULTFLT_F3,MULTFLT_MULTFLT_F4,MULTFLT_MULTFLT_F5,MULTZ_MULTZ_MIDREEK,RMSGLOBPARAMS_COHIBA_MODEL_MODE,RMSGLOBPARAMS_FWL,INTERPOLATE_GO,INTERPOLATE_WO,MULTFLT_F1,MULTFLT_F2,MULTFLT_F3,MULTFLT_F4,MULTFLT_F5,MULTZ_MIDREEK,COHIBA_MODEL_MODE,FWL
86,iter-3,87,-0.642145,-0.977988,-0.262178,-0.519014,-0.389838,-2.98192,-1.46152,-2.07509,0.546791,0.302682,0.407532,0.00104251,0.0345524,0.0084123,1,1704.17,-0.642145,-0.977988,0.546791,0.302682,0.407532,0.00104251,0.0345524,0.0084123,1,1704.17
87,iter-3,88,-0.881015,-0.927198,-0.554699,-0.389685,-0.690091,-1.61779,-2.03781,-1.83564,0.278806,0.407676,0.204131,0.0241105,0.00916617,0.0146003,1,1704.59,-0.881015,-0.927198,0.278806,0.407676,0.204131,0.0241105,0.00916617,0.0146003,1,1704.59
88,iter-3,89,-0.57814,-0.914096,-0.55029,-0.491005,-0.623205,-2.14764,-1.40206,-2.10971,0.28165,0.322846,0.238119,0.00711796,0.0396227,0.00776769,1,1704.68,-0.57814,-0.914096,0.28165,0.322846,0.238119,0.00711796,0.0396227,0.00776769,1,1704.68
89,iter-3,90,-0.591259,-0.971085,-0.415629,-0.848114,-0.483343,-3.05552,-1.56331,-1.79492,0.384035,0.141868,0.328592,0.000879993,0.0273334,0.0160353,1,1704.32,-0.591259,-0.971085,0.384035,0.141868,0.328592,0.000879993,0.0273334,0.0160353,1,1704.32
90,iter-3,91,-0.732474,-0.979944,-0.549221,-0.51002,-0.660745,-2.78456,-1.47019,-1.4319,0.282344,0.309015,0.218401,0.00164226,0.0338695,0.0369911,1,1703.86,-0.732474,-0.979944,0.282344,0.309015,0.218401,0.00164226,0.0338695,0.0369911,1,1703.86
91,iter-3,92,-0.708536,-0.959922,-0.387113,-0.354985,-0.504122,-1.98643,-1.40328,-1.63041,0.410097,0.441586,0.313241,0.0103174,0.0395109,0.0234199,1,1705.54,-0.708536,-0.959922,0.410097,0.441586,0.313241,0.0103174,0.0395109,0.0234199,1,1705.54
92,iter-3,93,-0.398462,-0.937979,-0.318879,-0.376701,-0.83667,-1.68179,-1.40073,-1.76036,0.479868,0.420048,0.145656,0.0208071,0.0397439,0.0173635,1,1705.03,-0.398462,-0.937979,0.479868,0.420048,0.145656,0.0208071,0.0397439,0.0173635,1,1705.03
93,iter-3,94,-0.598568,-0.889015,-0.35121,-0.412859,-0.635632,-2.12199,-1.335,-2.36896,0.445441,0.386492,0.231402,0.00755116,0.0462384,0.00427602,1,1704.76,-0.598568,-0.889015,0.445441,0.386492,0.231402,0.00755116,0.0462384,0.00427602,1,1704.76
94,iter-3,96,-0.880159,-0.880477,-0.517267,-0.493279,-0.636067,-2.74961,-1.7406,-1.70786,0.303902,0.321159,0.231171,0.00177987,0.0181718,0.0195948,1,1703.09,-0.880159,-0.880477,0.303902,0.321159,0.231171,0.00177987,0.0181718,0.0195948,1,1703.09
95,iter-3,97,-0.751917,-0.98719,-0.263665,-0.480694,-0.323881,-2.72533,-1.71956,-2.21964,0.544923,0.330602,0.474372,0.00188222,0.0190739,0.00603063,1,1704.37,-0.751917,-0.98719,0.544923,0.330602,0.474372,0.00188222,0.0190739,0.00603063,1,1704.37
96,iter-3,98,-0.816062,-0.959745,-0.384617,-0.395027,-0.491823,-2.08506,-1.7938,-2.06718,0.412461,0.402692,0.322239,0.00822129,0.0160768,0.00856674,1,1704.84,-0.816062,-0.959745,0.412461,0.402692,0.322239,0.00822129,0.0160768,0.00856674,1,1704.84
97,iter-3,99,-0.414433,-0.987256,-0.331164,-0.598465,-0.495427,-3.3308,-1.52371,-2.34637,0.466483,0.252078,0.319575,0.000466869,0.0299429,0.00450437,1,1705.15,-0.414433,-0.987256,0.466483,0.252078,0.319575,0.000466869,0.0299429,0.00450437,1,1705.15
